% American Institute of Steel Construction, 2017.  All values are in SI units raised to the appropriate power.
% Shape, D, B1(2), t3, t1(2), k, k1, T
W310X52	317.5	166.624	7.62	13.208	20.828	19.05	257.302
W310X44.5	312.42	165.608	6.604	11.176	18.796	19.05	257.302
W310X38.7	309.88	164.846	5.842	9.652	17.272	19.05	257.302
W310X32.7	312.42	102.362	6.604	10.795	18.415	16.002	263.652
W310X28.3	309.88	101.854	5.969	8.89	16.51	14.224	263.652
W310X23.8	304.8	101.346	5.588	6.731	14.351	14.224	263.652
W310X21.0	302.26	100.838	5.08	5.715	13.335	14.224	263.652
W250X167	289.56	264.16	19.177	31.75	44.45	25.4	190.5
W250X149	281.94	261.62	17.272	28.448	41.148	25.4	190.5
W250X131	274.32	261.62	15.367	25.146	37.846	23.876	190.5
W250X115	269.24	259.08	13.462	22.098	34.798	22.352	190.5
W250X101	264.16	256.54	11.938	19.558	32.258	22.352	190.5
W250X89	259.08	256.54	10.668	17.272	29.972	20.574	190.5
W250X80	256.54	254	9.398	15.621	28.448	20.574	190.5
W250X73	254	254	8.636	14.224	26.924	20.574	190.5
W250X67	256.54	203.708	8.89	15.748	28.448	20.574	190.5
W250X58	251.968	202.946	8.001	13.462	26.162	20.574	190.5
W250X49.1	247.142	202.184	7.366	11.049	23.749	19.05	190.5
W250X44.8	266.7	147.574	7.62	12.954	20.574	17.526	209.55
W250X38.5	261.62	146.558	6.604	11.176	18.796	17.526	209.55
W250X32.7	259.08	146.05	6.096	9.144	16.764	16.002	209.55
W250X28.4	259.08	102.108	6.35	10.033	17.653	16.002	212.852
W250X25.3	256.54	101.854	6.096	8.382	16.002	14.224	212.852
W250X22.3	253.746	101.6	5.842	6.858	14.478	14.224	212.852
W250X17.9	250.698	100.584	4.826	5.334	12.954	14.224	212.852
W200X100	228.6	210.312	14.478	23.749	33.782	23.876	146.05
W200X86	222.25	208.788	12.954	20.574	30.48	22.352	146.05
W200X71	215.9	205.994	10.16	17.399	27.432	20.574	146.05
W200X59	209.55	204.978	9.144	14.224	24.2316	20.574	146.05
W200X52	206.248	203.708	7.874	12.573	22.5806	20.574	146.05
W200X46.1	203.2	203.2	7.239	11.049	21.0566	19.05	146.05
W200X41.7	204.724	166.116	7.239	11.811	21.8186	16.002	155.702
W200X35.9	201.422	165.1	6.223	10.16	20.1676	14.224	155.702
W200X31.3	210.312	133.858	6.35	10.16	17.78	14.224	165.1
W200X26.6	206.756	133.35	5.842	8.382	16.002	14.224	165.1
W200X22.5	205.994	102.108	6.223	8.001	15.621	14.224	165.1
W200X19.3	202.946	101.6	5.842	6.477	14.097	14.224	165.1
W200X15.0	200.406	100.076	4.318	5.207	12.827	12.7	165.1
W150X37.1	162.052	154.432	8.128	11.557	17.907	14.224	114.3
W150X29.8	157.48	152.908	6.604	9.271	15.621	14.224	114.3
W150X22.5	152.146	152.146	5.842	6.604	12.954	14.224	114.3
W150X24.0	159.512	102.362	6.604	10.287	16.637	14.224	114.3
W150X18.0	153.162	101.6	5.842	7.112	13.462	14.224	114.3
W150X13.5	149.86	100.076	4.318	5.461	11.811	12.7	114.3
W150X13.0	148.082	100.076	4.318	4.953	11.303	12.7	114.3
W130X28.1	130.81	127.762	6.858	10.922	18.542	11.176	88.9
W130X23.8	127.254	127	6.096	9.144	16.764	11.176	88.9
W100X19.3	105.664	103.124	7.112	8.763	15.113	12.7	66.802
M318X18.5	317.5	95.25	3.937	5.7912	14.3002	9.652	289.052
M318X17.3	317.5	88.9	3.937	5.3594	14.3002	9.652	289.052
M310X17.6	304.8	77.978	4.4958	5.715	14.3002	9.652	276.352
M310X16.1	304.8	77.978	4.064	5.334	14.3002	9.652	276.352
M310x14.9	304.8	82.55	3.7846	4.572	12.7	9.652	279.4
M250X13.4	254	68.326	3.9878	5.2324	14.3002	9.652	225.552
M250X11.9	252.73	68.326	3.5814	4.6228	14.3002	9.652	225.552
M250X11.2	253.746	68.326	3.302	4.3942	11.1252	7.874	231.902
M200X9.7	203.2	57.912	3.429	4.8006	14.3002	9.652	174.752
M200X9.2	203.2	57.912	3.2766	4.4958	11.1252	6.35	181.102
M150X6.6	152.4	46.736	2.8956	4.3434	9.525	6.35	133.35
M150X5.5	150.368	50.8	2.4892	3.2766	7.9502	6.35	133.35
M130X28.1	127	127	8.0264	10.5664	20.6502	12.7	85.852
M100X8.9	96.52	96.52	3.302	4.064	12.7	9.652	69.85
M100X6.1	101.6	57.15	2.921	4.318	14.3002	9.652	73.152
M100X5.1	101.6	57.15	2.3368	3.302	12.7	9.652	76.2
M100X4.8	101.6	57.15	2.3368	3.302	12.7	9.652	76.2
M75X4.3	76.2	57.15	2.286	3.302	12.7	9.652	50.8
HP460X304	464.82	459.74	28.702	28.702	58.7502	44.45	342.9
HP460X269	457.2	457.2	25.4	25.4	55.5752	42.926	342.9
HP460X234	449.58	454.66	22.098	22.098	52.4002	41.402	342.9
HP460X202	444.5	452.12	19.05	19.05	49.2252	39.624	342.9
HP410X272	419.1	414.02	28.702	28.702	58.7502	44.45	298.45
HP410X242	414.02	408.94	25.4	25.4	55.5752	42.926	298.45
HP410X211	406.4	406.4	22.225	22.225	52.4002	41.402	298.45
HP410X181	401.32	403.86	19.05	19.05	49.2252	39.624	298.45
HP410X151	393.7	401.32	15.875	15.875	46.0502	38.1	298.45
HP410X131	388.62	398.78	13.716	13.716	44.45	36.576	298.45
HP360X174	360.68	378.46	20.447	20.447	52.4002	41.402	285.75
HP360X152	355.6	375.92	17.907	17.907	49.2252	39.624	285.75
HP360X132	350.52	373.38	15.621	15.621	47.625	38.1	285.75
HP360X108	345.44	370.84	12.827	12.827	44.45	36.576	285.75
HP310X132	314.96	312.42	18.288	18.288	41.275	30.226	241.3
HP310X125	312.42	312.42	17.399	17.399	39.7002	30.226	241.3
HP310X110	307.34	309.88	15.367	15.494	38.1	28.702	241.3
HP310X93	302.26	307.34	13.081	13.081	36.5252	26.924	241.3
HP310X79	299.72	304.8	11.049	11.049	33.3502	26.924	241.3
HP250X85	253.746	259.08	14.351	14.351	31.75	23.876	190.5
HP250X62	246.38	256.54	10.541	10.668	28.575	20.574	190.5
HP200X53	203.708	207.264	11.303	11.303	28.575	22.352	146.05
