% American Institute of Steel Construction, 2017.  All values are inches raised to the appropriate power.
% Shape, tf(tw), B, D, k
HSS3-1/2X2X1/4	0.233	1.999	3.495	0.35
HSS3-1/2X2X3/16	0.174	1.999	3.497	0.261
HSS3-1/2X2X1/8	0.116	1.995	3.503	0.174
HSS3-1/2X1-1/2X1/4	0.233	1.501	3.495	0.35
HSS3-1/2X1-1/2X3/16	0.174	1.5	3.497	0.261
HSS3-1/2X1-1/2X1/8	0.116	1.5	3.503	0.174
HSS3X2-1/2X5/16	0.291	2.5	3.0	0.436
HSS3X2-1/2X1/4	0.233	2.5	3.001	0.35
HSS3X2-1/2X3/16	0.174	2.506	2.993	0.261
HSS3X2-1/2X1/8	0.116	2.506	3.004	0.174
HSS3X2X5/16	0.291	1.999	3.0	0.436
HSS3X2X1/4	0.233	1.999	3.001	0.35
HSS3X2X3/16	0.174	1.999	2.993	0.261
HSS3X2X1/8	0.116	1.995	3.004	0.174
HSS3X1-1/2X1/4	0.233	1.501	3.001	0.35
HSS3X1-1/2X3/16	0.174	1.5	2.993	0.261
HSS3X1-1/2X1/8	0.116	1.5	3.004	0.174
HSS3X1X3/16	0.174	1.0	2.993	0.261
HSS3X1X1/8	0.116	1.0	3.004	0.174
HSS2-1/2X2X1/4	0.233	1.999	2.5	0.35
HSS2-1/2X2X3/16	0.174	1.999	2.506	0.261
HSS2-1/2X2X1/8	0.116	1.995	2.506	0.174
HSS2-1/2X1-1/2X1/4	0.233	1.501	2.5	0.35
HSS2-1/2X1-1/2X3/16	0.174	1.5	2.506	0.261
HSS2-1/2X1-1/2X1/8	0.116	1.5	2.506	0.174
HSS2-1/2X1X3/16	0.174	1.0	2.506	0.261
HSS2-1/2X1X1/8	0.116	1.0	2.506	0.174
HSS2-1/4X2X3/16	0.174	1.999	2.25	0.261
HSS2-1/4X2X1/8	0.116	1.995	2.25	0.174
HSS2X1-1/2X3/16	0.174	1.5	1.999	0.261
HSS2X1-1/2X1/8	0.116	1.5	1.995	0.174
HSS2X1X3/16	0.174	1.0	1.999	0.261
HSS2X1X1/8	0.116	1.0	1.995	0.174
HSS22X22X7/8	0.814	22.059	22.059	1.221
HSS22X22X3/4	0.698	21.987	21.987	1.047
HSS20X20X7/8	0.814	20.024	20.024	1.221
HSS20X20X3/4	0.698	19.963	19.963	1.047
HSS20X20X5/8	0.581	20.044	20.044	0.871
HSS20X20X1/2	0.465	19.995	19.995	0.698
HSS18X18X7/8	0.814	18.071	18.071	1.221
HSS18X18X3/4	0.698	18.008	18.008	1.047
HSS18X18X5/8	0.581	18.069	18.069	0.871
HSS18X18X1/2	0.465	17.996	17.996	0.698
HSS16X16X7/8	0.814	16.036	16.036	1.221
HSS16X16X3/4	0.698	15.984	15.984	1.047
HSS16X16X5/8	0.581	15.978	15.978	0.871
HSS16X16X1/2	0.465	15.996	15.996	0.698
HSS16X16X3/8	0.349	15.984	15.984	0.524
HSS16X16X5/16	0.291	16.005	16.005	0.436
HSS14X14X7/8	0.814	14.082	14.082	1.221
HSS14X14X3/4	0.698	13.96	13.96	1.047
HSS14X14X5/8	0.581	14.002	14.002	0.871
HSS14X14X1/2	0.465	13.997	13.997	0.698
HSS14X14X3/8	0.349	13.995	13.995	0.524
HSS14X14X5/16	0.291	13.997	13.997	0.436
HSS12X12X3/4	0.698	12.006	12.006	1.047
HSS12X12X5/8	0.581	12.027	12.027	0.871
HSS12X12X1/2	0.465	11.997	11.997	0.698
HSS12X12X3/8	0.349	12.006	12.006	0.524
HSS12X12X5/16	0.291	11.989	11.989	0.436
HSS12X12X1/4	0.233	12.0	12.0	0.35
HSS12X12X3/16	0.174	12.006	12.006	0.261
HSS10X10X3/4	0.698	9.981	9.981	1.047
HSS10X10X5/8	0.581	9.993	9.993	0.871
HSS10X10X1/2	0.465	9.998	9.998	0.698
HSS10X10X3/8	0.349	10.016	10.016	0.524
HSS10X10X5/16	0.291	10.01	10.01	0.436
HSS10X10X1/4	0.233	9.996	9.996	0.35
HSS10X10X3/16	0.174	10.005	10.005	0.261
HSS9X9X5/8	0.581	9.006	9.006	0.871
HSS9X9X1/2	0.465	9.021	9.021	0.698
HSS9X9X3/8	0.349	9.004	9.004	0.524
HSS9X9X5/16	0.291	8.992	8.992	0.436
HSS9X9X1/4	0.233	8.994	8.994	0.35
HSS9X9X3/16	0.174	8.996	8.996	0.261
HSS9X9X1/8	0.116	9.002	9.002	0.174
HSS8X8X5/8	0.581	8.018	8.018	0.871
HSS8X8X1/2	0.465	7.998	7.998	0.698
HSS8X8X3/8	0.349	7.992	7.992	0.524
HSS8X8X5/16	0.291	8.002	8.002	0.436
HSS8X8X1/4	0.233	7.992	7.992	0.35
HSS8X8X3/16	0.174	8.004	8.004	0.261
HSS8X8X1/8	0.116	8.004	8.004	0.174
HSS7X7X5/8	0.581	7.001	7.001	0.871
HSS7X7X1/2	0.465	7.022	7.022	0.698
HSS7X7X3/8	0.349	7.015	7.015	0.524
HSS7X7X5/16	0.291	7.013	7.013	0.436
HSS7X7X1/4	0.233	6.99	6.99	0.35
HSS7X7X3/16	0.174	6.995	6.995	0.261
HSS7X7X1/8	0.116	6.995	6.995	0.174
HSS6X6X5/8	0.581	6.002	6.002	0.871
HSS6X6X1/2	0.465	5.998	5.998	0.698
HSS6X6X3/8	0.349	6.003	6.003	0.524
HSS6X6X5/16	0.291	5.995	5.995	0.436
HSS6X6X1/4	0.233	6.011	6.011	0.35
HSS6X6X3/16	0.174	6.003	6.003	0.261
HSS6X6X1/8	0.116	5.997	5.997	0.174
HSS5-1/2X5-1/2X3/8	0.349	5.514	5.514	0.524
HSS5-1/2X5-1/2X5/16	0.291	5.5	5.5	0.436
HSS5-1/2X5-1/2X1/4	0.233	5.499	5.499	0.35
HSS5-1/2X5-1/2X3/16	0.174	5.498	5.498	0.261
HSS5-1/2X5-1/2X1/8	0.116	5.498	5.498	0.174
HSS5X5X1/2	0.465	4.999	4.999	0.698
HSS5X5X3/8	0.349	4.991	4.991	0.524
HSS5X5X5/16	0.291	5.005	5.005	0.436
HSS5X5X1/4	0.233	5.01	5.01	0.35
HSS5X5X3/16	0.174	4.994	4.994	0.261
HSS5X5X1/8	0.116	5.0	5.0	0.174
HSS4-1/2X4-1/2X1/2	0.465	4.501	4.501	0.698
HSS4-1/2X4-1/2X3/8	0.349	4.499	4.499	0.524
HSS4-1/2X4-1/2X5/16	0.291	4.51	4.51	0.436
HSS4-1/2X4-1/2X1/4	0.233	4.497	4.497	0.35
HSS4-1/2X4-1/2X3/16	0.174	4.507	4.507	0.261
HSS4-1/2X4-1/2X1/8	0.116	4.501	4.501	0.174
HSS4X4X1/2	0.465	3.999	3.999	0.698
HSS4X4X3/8	0.349	4.0	4.0	0.524
HSS4X4X5/16	0.291	3.987	3.987	0.436
HSS4X4X1/4	0.233	4.008	4.008	0.35
HSS4X4X3/16	0.174	4.002	4.002	0.261
HSS4X4X1/8	0.116	4.002	4.002	0.174
HSS3-1/2X3-1/2X3/8	0.349	3.5	3.5	0.524
HSS3-1/2X3-1/2X5/16	0.291	3.501	3.501	0.436
HSS3-1/2X3-1/2X1/4	0.233	3.495	3.495	0.35
HSS3-1/2X3-1/2X3/16	0.174	3.497	3.497	0.261
HSS3-1/2X3-1/2X1/8	0.116	3.503	3.503	0.174
HSS3X3X3/8	0.349	3.001	3.001	0.524
HSS3X3X5/16	0.291	3.0	3.0	0.436
HSS3X3X1/4	0.233	3.001	3.001	0.35
HSS3X3X3/16	0.174	2.993	2.993	0.261
HSS3X3X1/8	0.116	3.004	3.004	0.174
HSS2-1/2X2-1/2X5/16	0.291	2.5	2.5	0.436
HSS2-1/2X2-1/2X1/4	0.233	2.5	2.5	0.35
HSS2-1/2X2-1/2X3/16	0.174	2.506	2.506	0.261
HSS2-1/2X2-1/2X1/8	0.116	2.506	2.506	0.174
HSS2-1/4X2-1/4X1/4	0.233	2.251	2.251	0.35
HSS2-1/4X2-1/4X3/16	0.174	2.25	2.25	0.261
HSS2-1/4X2-1/4X1/8	0.116	2.25	2.25	0.174
HSS2X2X1/4	0.233	1.999	1.999	0.35
HSS2X2X3/16	0.174	1.999	1.999	0.261
HSS2X2X1/8	0.116	1.995	1.995	0.174

